name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,1800,63426,5387,36.71,323,2.2,21936,36.71,1314,2.2,51999,36.71,3115,2.2,15196,36.71,910,2.2,4633,36.71,278,2.2,36.71,3799,2.2
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,2400,78279,6648,45.3,1261,8.59,27073,45.31,5137,8.6,64175,45.31,12176,8.6,18754,45.3,3558,8.6,5718,45.31,1085,8.6,45.31,14853,8.6
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,3000,91047,7733,52.7,1085,7.39,31489,52.7,4416,7.39,74643,52.7,10468,7.39,21814,52.7,3060,7.39,6650,52.69,932,7.38,52.7,12768,7.39
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,3600,96854,8226,56.05,493,3.36,33498,56.06,2009,3.36,79404,56.06,4761,3.36,23205,56.06,1391,3.36,7075,56.06,425,3.37,56.06,5807,3.36
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,4200,100882,8568,58.39,342,2.33,34891,58.39,1393,2.33,82707,58.39,3303,2.33,24170,58.39,965,2.33,7369,58.39,294,2.33,58.39,4028,2.33
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,4800,105998,9003,61.35,435,2.96,36660,61.35,1769,2.96,86901,61.35,4194,2.96,25396,61.35,1226,2.96,7743,61.35,374,2.96,61.35,5116,2.96
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,5400,107181,9103,62.03,100,0.68,37069,62.03,409,0.68,87871,62.03,970,0.68,25679,62.03,283,0.68,7829,62.03,86,0.68,62.03,1183,0.68
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,6000,108966,9255,63.07,152,1.04,37687,63.07,618,1.03,89334,63.07,1463,1.03,26107,63.07,428,1.03,7959,63.06,130,1.03,63.07,1785,1.03
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,6600,109317,9285,63.27,30,0.2,37808,63.27,121,0.2,89622,63.27,288,0.2,26191,63.27,84,0.2,7985,63.27,26,0.21,63.27,351,0.2
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,7200,109810,9326,63.55,41,0.28,37979,63.56,171,0.29,90026,63.56,404,0.29,26309,63.56,118,0.29,8021,63.55,36,0.29,63.56,493,0.29
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,600,70664,8139,38.46,8139,38.46,29093,38.46,29093,38.46,57496,38.46,57496,38.46,15790,38.46,15790,38.46,5598,38.46,5598,38.46,38.46,70664,38.46
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,1200,92160,10616,50.17,2477,11.71,37946,50.16,8853,11.7,74987,50.16,17491,11.7,20592,50.15,4802,11.7,7300,50.15,1702,11.69,50.16,21496,11.7
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,1800,94746,10914,51.58,298,1.41,39012,51.57,1066,1.41,77091,51.57,2104,1.41,21169,51.56,577,1.41,7505,51.56,205,1.41,51.57,2586,1.41
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,2400,95154,10953,51.76,39,0.18,39160,51.77,148,0.2,77420,51.79,329,0.22,21267,51.8,98,0.24,7541,51.8,36,0.25,51.79,408,0.22
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,3000,96069,11059,52.26,106,0.5,39537,52.27,377,0.5,78165,52.28,745,0.5,21471,52.29,204,0.5,7613,52.3,72,0.49,52.29,915,0.5
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,3600,96710,11131,52.6,72,0.34,39797,52.61,260,0.34,78685,52.63,520,0.35,21615,52.65,144,0.35,7664,52.65,51,0.35,52.63,641,0.35
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,4200,104318,12008,56.75,877,4.14,42931,56.75,3134,4.14,84876,56.77,6191,4.14,23315,56.79,1700,4.14,8267,56.79,603,4.14,56.77,7608,4.14
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,4800,108156,12450,58.83,442,2.09,44512,58.84,1581,2.09,87999,58.86,3123,2.09,24172,58.87,857,2.09,8571,58.88,304,2.09,58.86,3838,2.09
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,5400,113190,13030,61.58,580,2.74,46585,61.58,2073,2.74,92095,61.6,4096,2.74,25297,61.61,1125,2.74,8970,61.62,399,2.74,61.6,5034,2.74
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,6000,114017,13126,62.03,96,0.45,46926,62.04,341,0.45,92768,62.05,673,0.45,25482,62.06,185,0.45,9035,62.07,65,0.45,62.05,827,0.45
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,6600,114017,13126,62.03,0,0.0,46926,62.04,0,0.0,92768,62.05,0,0.0,25482,62.06,0,0.0,9035,62.07,0,0.0,62.05,0,0.0
Falam,,60261553B58296948192675,MMR,ADM2,hospitals,TIME,7200,114017,13126,62.03,0,0.0,46926,62.04,0,0.0,92768,62.05,0,0.0,25482,62.06,0,0.0,9035,62.07,0,0.0,62.05,0,0.0
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,600,330715,28089,48.73,28089,48.73,114381,48.73,114381,48.73,271132,48.73,271132,48.73,79236,48.73,79236,48.73,24158,48.73,24158,48.73,48.73,330715,48.73
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,1200,409634,34793,60.36,6704,11.63,141676,60.36,27295,11.63,335832,60.36,64700,11.63,98144,60.36,18908,11.63,29923,60.36,5765,11.63,60.36,78919,11.63
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,1800,449367,38167,66.22,3374,5.85,155418,66.22,13742,5.85,368407,66.22,32575,5.85,107664,66.22,9520,5.86,32825,66.22,2902,5.85,66.22,39733,5.85
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,2400,525541,44637,77.44,6470,11.22,181764,77.44,26346,11.22,430857,77.44,62450,11.22,125915,77.44,18251,11.22,38390,77.44,5565,11.23,77.44,76174,11.22
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,3000,561361,47680,82.72,3043,5.28,194152,82.72,12388,5.28,460223,82.72,29366,5.28,134497,82.72,8582,5.28,41006,82.72,2616,5.28,82.72,35820,5.28
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,3600,582652,49488,85.86,1808,3.14,201516,85.86,7364,3.14,477678,85.86,17455,3.14,139598,85.86,5101,3.14,42561,85.86,1555,3.14,85.86,21291,3.14
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,4200,589540,50073,86.87,585,1.01,203898,86.87,2382,1.01,483325,86.87,5647,1.01,141248,86.87,1650,1.01,43065,86.87,504,1.02,86.87,6888,1.01
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,4800,596270,50645,87.86,572,0.99,206226,87.86,2328,0.99,488843,87.86,5518,0.99,142861,87.86,1613,0.99,43556,87.86,491,0.99,87.86,6730,0.99
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,5400,601674,51104,88.66,459,0.8,208095,88.66,1869,0.8,493273,88.66,4430,0.8,144155,88.66,1294,0.8,43951,88.66,395,0.8,88.66,5404,0.8
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,6000,607776,51622,89.56,518,0.9,210205,89.56,2110,0.9,498275,89.56,5002,0.9,145617,89.56,1462,0.9,44397,89.56,446,0.9,89.56,6102,0.9
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,6600,618653,52546,91.16,924,1.6,213967,91.16,3762,1.6,507192,91.16,8917,1.6,148223,91.16,2606,1.6,45191,91.16,794,1.6,91.16,10877,1.6
Loilen,,60261553B60770274813160,MMR,ADM2,hospitals,TIME,7200,626767,53235,92.36,689,1.2,216773,92.36,2806,1.2,513845,92.36,6653,1.2,150167,92.36,1944,1.2,45784,92.36,593,1.2,92.36,8114,1.2
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,600,214531,14523,75.99,14523,75.99,62652,75.71,62652,75.71,171975,75.64,171975,75.64,56602,75.51,56602,75.51,19576,74.74,19576,74.74,75.55,214531,75.55
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,1200,257237,17360,90.84,2837,14.84,75040,90.68,12388,14.97,206080,90.64,34105,15.0,67891,90.57,11289,15.06,23603,90.11,4027,15.37,90.59,42706,15.04
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,1800,267882,18056,94.48,696,3.64,78111,94.39,3071,3.71,214553,94.37,8473,3.73,70709,94.33,2818,3.76,24634,94.05,1031,3.94,94.34,10645,3.75
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,2400,270405,18221,95.34,165,0.86,78838,95.26,727,0.88,216561,95.25,2008,0.88,71376,95.22,667,0.89,24878,94.98,244,0.93,95.22,2523,0.89
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,3000,274130,18465,96.62,244,1.28,79913,96.56,1075,1.3,219527,96.56,2966,1.3,72363,96.54,987,1.32,25239,96.36,361,1.38,96.54,3725,1.31
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,3600,276207,18601,97.33,136,0.71,80512,97.29,599,0.72,221180,97.28,1653,0.73,72912,97.27,549,0.73,25440,97.13,201,0.77,97.27,2077,0.73
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,4200,277492,18685,97.77,84,0.44,80883,97.74,371,0.45,222203,97.73,1023,0.45,73252,97.72,340,0.45,25564,97.6,124,0.47,97.72,1285,0.45
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,4800,280484,18883,98.81,198,1.04,81752,98.79,869,1.05,224584,98.78,2381,1.05,74037,98.77,785,1.05,25855,98.71,291,1.11,98.77,2992,1.05
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,5400,282249,18999,99.41,116,0.61,82262,99.4,510,0.62,225989,99.4,1405,0.62,74504,99.39,467,0.62,26026,99.36,171,0.65,99.39,1765,0.62
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,6000,282457,19012,99.48,13,0.07,82322,99.47,60,0.07,226154,99.47,165,0.07,74559,99.47,55,0.07,26047,99.44,21,0.08,99.47,208,0.07
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,6600,283298,19067,99.77,55,0.29,82564,99.77,242,0.29,226823,99.77,669,0.29,74782,99.76,223,0.3,26128,99.75,81,0.31,99.76,841,0.3
Det Khi Na,,60261553B61671453611956,MMR,ADM2,hospitals,TIME,7200,283298,19067,99.77,0,0.0,82564,99.77,0,0.0,226823,99.77,0,0.0,74782,99.76,0,0.0,26128,99.75,0,0.0,99.76,0,0.0
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,600,91958,6769,15.61,6769,15.61,28398,15.62,28398,15.62,73318,15.62,73318,15.62,23502,15.62,23502,15.62,8789,15.62,8789,15.62,15.62,91958,15.62
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,1200,186602,13737,31.69,6968,16.07,57625,31.69,29227,16.07,148778,31.69,75460,16.07,47691,31.69,24189,16.07,17835,31.69,9046,16.07,31.69,94644,16.07
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,1800,245952,18107,41.77,4370,10.08,75953,41.77,18328,10.08,196098,41.77,47320,10.08,62860,41.77,15169,10.08,23508,41.77,5673,10.08,41.77,59350,10.08
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,2400,317214,23353,53.87,5246,12.1,97960,53.87,22007,12.1,252915,53.87,56817,12.1,81073,53.87,18213,12.1,30320,53.87,6812,12.1,53.87,71262,12.1
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,3000,387941,28560,65.88,5207,12.01,119802,65.88,21842,12.01,309305,65.88,56390,12.01,99149,65.88,18076,12.01,37080,65.88,6760,12.01,65.88,70727,12.01
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,3600,418372,30800,71.05,2240,5.17,129199,71.05,9397,5.17,333568,71.05,24263,5.17,106927,71.05,7778,5.17,39989,71.05,2909,5.17,71.05,30431,5.17
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,4200,444909,32754,75.56,1954,4.51,137394,75.55,8195,4.51,354726,75.55,21158,4.51,113709,75.55,6782,4.51,42525,75.55,2536,4.51,75.55,26537,4.51
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,4800,453606,33394,77.03,640,1.48,140080,77.03,2686,1.48,361660,77.03,6934,1.48,115932,77.03,2223,1.48,43356,77.03,831,1.48,77.03,8697,1.48
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,5400,458892,33783,77.93,389,0.9,141713,77.93,1633,0.9,365875,77.93,4215,0.9,117283,77.93,1351,0.9,43862,77.93,506,0.9,77.93,5286,0.9
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,6000,470533,34640,79.91,857,1.98,145307,79.91,3594,1.98,375156,79.91,9281,1.98,120258,79.91,2975,1.98,44974,79.91,1112,1.98,79.91,11641,1.98
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,6600,476071,35048,80.85,408,0.94,147017,80.85,1710,0.94,379571,80.85,4415,0.94,121673,80.85,1415,0.94,45504,80.85,530,0.94,80.85,5538,0.94
Yinmarbin,,60261553B62517193175445,MMR,ADM2,hospitals,TIME,7200,476770,35100,80.97,52,0.12,147234,80.97,217,0.12,380129,80.97,558,0.12,121852,80.97,179,0.12,45570,80.96,66,0.12,80.97,699,0.12
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,600,482487,31549,52.96,31549,52.96,139164,52.96,139164,52.96,384072,52.96,384072,52.96,127728,52.96,127728,52.96,46732,52.96,46732,52.96,52.96,482487,52.96
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,1200,708334,46317,77.75,14768,24.79,204306,77.76,65142,24.79,563852,77.76,179780,24.79,187516,77.76,59788,24.79,68607,77.75,21875,24.79,77.76,225847,24.79
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,1800,807325,52790,88.62,6473,10.87,232858,88.62,28552,10.87,642651,88.62,78799,10.87,213722,88.62,26206,10.87,78195,88.62,9588,10.87,88.62,98991,10.87
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,2400,851897,55705,93.51,2915,4.89,245714,93.52,12856,4.89,678131,93.52,35480,4.89,225521,93.52,11799,4.89,82513,93.51,4318,4.89,93.51,44572,4.89
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,3000,891537,58298,97.87,2593,4.35,257146,97.87,11432,4.35,709682,97.87,31551,4.35,236014,97.87,10493,4.35,86356,97.87,3843,4.36,97.87,39640,4.35
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,3600,892657,58371,97.99,73,0.12,257469,97.99,323,0.12,710573,97.99,891,0.12,236310,97.99,296,0.12,86465,97.99,109,0.12,97.99,1120,0.12
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,4200,895139,58533,98.26,162,0.27,258185,98.26,716,0.27,712549,98.26,1976,0.27,236967,98.26,657,0.27,86705,98.26,240,0.27,98.26,2482,0.27
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,4800,896378,58614,98.4,81,0.14,258542,98.4,357,0.14,713535,98.4,986,0.14,237295,98.4,328,0.14,86825,98.4,120,0.14,98.4,1239,0.14
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,5400,897685,58700,98.54,86,0.14,258919,98.54,377,0.14,714575,98.54,1040,0.14,237641,98.54,346,0.14,86952,98.54,127,0.14,98.54,1307,0.14
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,6000,901038,58919,98.91,219,0.37,259886,98.91,967,0.37,717245,98.91,2670,0.37,238529,98.91,888,0.37,87276,98.91,324,0.37,98.91,3353,0.37
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,6600,901910,58976,99.0,57,0.1,260138,99.01,252,0.1,717938,99.0,693,0.1,238759,99.0,230,0.1,87361,99.0,85,0.1,99.0,872,0.1
Meiktila,,60261553B62690814577767,MMR,ADM2,hospitals,TIME,7200,902879,59039,99.11,63,0.11,260417,99.11,279,0.11,718710,99.11,772,0.11,239016,99.11,257,0.11,87455,99.11,94,0.11,99.11,969,0.11
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,600,36790,2591,40.27,2591,40.27,12162,40.27,12162,40.27,29129,40.27,29129,40.27,9089,40.26,9089,40.26,3720,40.26,3720,40.26,40.27,36790,40.27
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,1200,47767,3364,52.28,773,12.01,15791,52.28,3629,12.01,37819,52.28,8690,12.01,11801,52.28,2712,12.01,4830,52.28,1110,12.01,52.28,10977,12.01
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,1800,54759,3856,59.93,492,7.65,18103,59.94,2312,7.65,43356,59.93,5537,7.65,13529,59.93,1728,7.66,5537,59.93,707,7.65,59.93,6992,7.65
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,2400,65180,4590,71.34,734,11.41,21548,71.34,3445,11.41,51606,71.34,8250,11.4,16104,71.34,2575,11.41,6591,71.34,1054,11.41,71.34,10421,11.41
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,3000,68946,4855,75.46,265,4.12,22793,75.46,1245,4.12,54588,75.46,2982,4.12,17034,75.46,930,4.12,6972,75.46,381,4.12,75.46,3766,4.12
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,3600,71719,5051,78.5,196,3.05,23710,78.5,917,3.04,56784,78.5,2196,3.04,17719,78.5,685,3.03,7252,78.49,280,3.03,78.5,2773,3.04
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,4200,71931,5065,78.72,14,0.22,23780,78.73,70,0.23,56952,78.73,168,0.23,17772,78.73,53,0.23,7274,78.73,22,0.24,78.73,212,0.23
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,4800,74774,5266,81.85,201,3.12,24719,81.84,939,3.11,59202,81.84,2250,3.11,18474,81.84,702,3.11,7561,81.84,287,3.11,81.84,2843,3.11
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,5400,75475,5315,82.61,49,0.76,24951,82.61,232,0.77,59758,82.61,556,0.77,18647,82.61,173,0.77,7632,82.61,71,0.77,82.61,701,0.77
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,6000,75563,5321,82.7,6,0.09,24981,82.71,30,0.1,59828,82.71,70,0.1,18669,82.71,22,0.1,7641,82.7,9,0.1,82.7,88,0.1
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,6600,75641,5327,82.79,6,0.09,25006,82.79,25,0.08,59889,82.79,61,0.08,18688,82.79,19,0.08,7649,82.79,8,0.09,82.79,78,0.09
Maungdaw,,60261553B63127450973926,MMR,ADM2,hospitals,TIME,7200,75845,5341,83.01,14,0.22,25074,83.02,68,0.23,60051,83.01,162,0.22,18739,83.02,51,0.23,7669,83.01,20,0.22,83.01,204,0.22
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,600,2678162,155925,83.17,155925,83.17,729825,83.21,729825,83.21,2149722,83.25,2149722,83.25,738532,83.27,738532,83.27,241563,83.23,241563,83.23,83.25,2678162,83.25
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,1200,2955007,172154,91.83,16229,8.66,805500,91.84,75675,8.63,2371905,91.85,222183,8.6,814663,91.86,76131,8.58,266570,91.85,25007,8.62,91.85,276845,8.61
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,1800,3033230,176746,94.28,4592,2.45,826896,94.28,21396,2.44,2434681,94.28,62776,2.43,836162,94.28,21499,2.42,273637,94.28,7067,2.43,94.28,78223,2.43
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,2400,3081725,179564,95.78,2818,1.5,840101,95.79,13205,1.51,2473608,95.79,38927,1.51,849544,95.79,13382,1.51,278010,95.79,4373,1.51,95.79,48495,1.51
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,3000,3145358,183273,97.76,3709,1.98,857451,97.77,17350,1.98,2524684,97.77,51076,1.98,867083,97.77,17539,1.98,283751,97.77,5741,1.98,97.77,63633,1.98
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,3600,3152096,183665,97.97,392,0.21,859285,97.97,1834,0.21,2530092,97.98,5408,0.21,868943,97.98,1860,0.21,284359,97.98,608,0.21,97.98,6738,0.21
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,4200,3174127,184945,98.65,1280,0.68,865285,98.66,6000,0.68,2547778,98.66,17686,0.68,875023,98.67,6080,0.69,286346,98.66,1987,0.68,98.66,22031,0.68
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,4800,3176418,185079,98.73,134,0.07,865908,98.73,623,0.07,2549616,98.73,1838,0.07,875655,98.74,632,0.07,286552,98.73,206,0.07,98.73,2291,0.07
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,5400,3180936,185350,98.87,271,0.14,867156,98.87,1248,0.14,2553241,98.87,3625,0.14,876885,98.88,1230,0.14,286962,98.87,410,0.14,98.87,4518,0.14
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,6000,3201919,186569,99.52,1219,0.65,872870,99.52,5714,0.65,2570084,99.53,16843,0.65,882676,99.53,5791,0.65,288854,99.53,1892,0.65,99.53,20983,0.65
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,6600,3216326,187406,99.97,837,0.45,876793,99.97,3923,0.45,2581649,99.97,11565,0.45,886651,99.98,3975,0.45,290153,99.97,1299,0.45,99.97,14407,0.45
Yangon (North),,60261553B66884558345744,MMR,ADM2,hospitals,TIME,7200,3216462,187414,99.97,8,0.0,876830,99.97,37,0.0,2581758,99.98,109,0.0,886689,99.98,38,0.0,290165,99.98,12,0.0,99.98,136,0.0
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,600,1218407,103511,59.64,103511,59.64,421441,59.63,421441,59.63,998911,59.61,998911,59.61,291919,59.59,291919,59.59,88984,59.56,88984,59.56,59.61,1218407,59.61
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,1200,1625237,138044,79.54,34533,19.9,562083,79.53,140642,19.9,1332417,79.51,333506,19.9,389420,79.5,97501,19.9,118729,79.47,29745,19.91,79.51,406830,19.9
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,1800,1744853,148188,85.38,10144,5.84,603407,85.38,41324,5.85,1430463,85.36,98046,5.85,418099,85.35,28679,5.85,127486,85.34,8757,5.86,85.36,119616,5.85
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,2400,1843428,156527,90.19,8339,4.8,637402,90.19,33995,4.81,1511237,90.18,80774,4.82,441760,90.18,23661,4.83,134727,90.18,7241,4.85,90.18,98575,4.82
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,3000,1882850,159872,92.11,3345,1.93,651026,92.11,13624,1.93,1543552,92.11,32315,1.93,451209,92.11,9449,1.93,137611,92.11,2884,1.93,92.11,39422,1.93
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,3600,1983000,168379,97.01,8507,4.9,685664,97.01,34638,4.9,1625659,97.01,82107,4.9,475204,97.01,23995,4.9,144927,97.01,7316,4.9,97.01,100150,4.9
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,4200,1988238,168824,97.27,445,0.26,687476,97.27,1812,0.26,1629953,97.27,4294,0.26,476459,97.27,1255,0.26,145310,97.27,383,0.26,97.27,5238,0.26
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,4800,1989747,168947,97.34,123,0.07,687983,97.34,507,0.07,1631184,97.34,1231,0.07,476827,97.34,368,0.08,145426,97.34,116,0.08,97.34,1509,0.07
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,5400,1994421,169344,97.57,397,0.23,689600,97.57,1617,0.23,1635016,97.57,3832,0.23,477947,97.57,1120,0.23,145767,97.57,341,0.23,97.57,4674,0.23
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,6000,2001074,169909,97.9,565,0.33,691901,97.9,2301,0.33,1640471,97.9,5455,0.33,479541,97.9,1594,0.33,146253,97.9,486,0.33,97.9,6653,0.33
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,6600,2009088,170590,98.29,681,0.39,694673,98.29,2772,0.39,1647041,98.29,6570,0.39,481461,98.29,1920,0.39,146839,98.29,586,0.39,98.29,8014,0.39
Taunggyi,,60261553B67272669909031,MMR,ADM2,hospitals,TIME,7200,2015523,171136,98.6,546,0.31,696898,98.6,2225,0.31,1652317,98.6,5276,0.31,483003,98.6,1542,0.31,147309,98.6,470,0.31,98.6,6435,0.31
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,600,840761,65461,70.9,65461,70.9,274677,70.9,274677,70.9,665011,70.9,665011,70.9,198090,70.9,198090,70.9,85689,70.91,85689,70.91,70.9,840761,70.9
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,1200,1055039,82144,88.97,16683,18.07,344680,88.97,70003,18.07,834497,88.97,169486,18.07,248577,88.97,50487,18.07,107529,88.98,21840,18.07,88.97,214278,18.07
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,1800,1096624,85386,92.48,3242,3.51,358278,92.48,13598,3.51,867398,92.48,32901,3.51,258372,92.48,9795,3.51,111759,92.48,4230,3.5,92.48,41585,3.51
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,2400,1111488,86543,93.73,1157,1.25,363134,93.73,4856,1.25,879154,93.73,11756,1.25,261874,93.73,3502,1.25,113274,93.73,1515,1.25,93.73,14864,1.25
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,3000,1131659,88113,95.43,1570,1.7,369723,95.43,6589,1.7,895108,95.43,15954,1.7,266627,95.43,4753,1.7,115330,95.43,2056,1.7,95.43,20171,1.7
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,3600,1137236,88547,95.9,434,0.47,371545,95.9,1822,0.47,899519,95.9,4411,0.47,267941,95.9,1314,0.47,115898,95.9,568,0.47,95.9,5577,0.47
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,4200,1140575,88807,96.19,260,0.28,372636,96.19,1091,0.28,902161,96.18,2642,0.28,268727,96.18,786,0.28,116239,96.18,341,0.28,96.18,3339,0.28
Mawlamyine,,60261553B68016490563167,MMR,ADM2,hospitals,TIME,4800,1143816,89059,96.46,252,0.27,373694,96.46,1058,0.27,904724,96.46,2563,0.27,269491,96.46,764,0.27,116569,96.46,330,0.27,96.46,3241,0.27
